date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2026-06-22,1518.95,98415.64,99933.67,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-22,1518.95,97449.8186,98968.77,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-23,1518.94,94165.97,95684.91,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-24,-66.41,94650.1638,94583.75,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-24,-66.41,94803.2158,94735.74,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-24,6608.44,89199.3538,95807.79,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-24,4327.52,92830.2262,97116.24,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-25,4327.46,92648.8093,96976.27,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-25,4327.46,92494.2161,96821.68,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-25,4327.46,90078.9307,94406.39,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-25,4327.46,90027.8452,94355.31,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-25,4580.66,89515.39,94096.05,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-26,5376.79,88229.1969,93605.99,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-26,5376.79,88090.6335,93467.42,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-28,5376.77,88367.43,93744.2,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-29,5376.77,92937.7248,98318.04,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-30,5376.77,95911.97,101288.74,0.0,0.0,,,0.0,0.0,0.0,,1.0
